OBJECTID,CNTYPT_,NAME,PYNAME,ADCODE93,POINT_X,POINT_Y
543,703.000000000000000,清涧县,Qingjian Xian,612731,110.125700000000052,37.096619000000089
544,704.000000000000000,左权县,Zuoquan Xian,142422,113.368110000000001,37.074280000000044
545,705.000000000000000,榆社县,Yushe Xian,142421,112.963660000000004,37.070942000000059
546,706.000000000000000,清河县,Qinghe Xian,132236,115.656300000000101,37.070076000000086
547,707.000000000000000,广宗县,Guangzong Xian,132233,115.146060000000034,37.068100000000072
548,708.000000000000000,平乡县,Pingxiang Xian,132234,115.022400000000061,37.067970000000059
549,710.000000000000000,邢台县,Xingtai Xian,130501,114.494260000000054,37.066357000000039
550,711.000000000000000,洛浦县,Lop Xian,653224,80.185898000000066,37.066029000000071
551,712.000000000000000,民丰县,Minfeng(Niya) Xian,653227,82.689606000000083,37.061184000000083
552,713.000000000000000,广饶县,Guangrao Xian,370523,118.400310000000104,37.049801000000059
553,714.000000000000000,介休县,Jiexiu Xian,142432,111.912160000000029,37.026474000000064
554,715.000000000000000,策勒县,Qira Xian,653225,80.802406000000076,37.000599000000079
555,716.000000000000000,南和县,Nanhe Xian,132228,114.687310000000025,36.999573000000055
556,717.000000000000000,石楼县,Shilou Xian,142328,110.826670000000036,36.995705000000044
557,718.000000000000000,同心县,Tongxin Xian,642127,105.906280000000038,36.982105000000047
558,719.000000000000000,天祝藏族自治县,Tianzhu Zangzu Zizhixian,622326,103.120820000000037,36.980793000000062
559,720.000000000000000,威县,Wei Xian,132235,115.259260000000040,36.974178000000052
560,721.000000000000000,济阳县,Jiyang Xian,370126,117.211420000000089,36.972935000000064
561,722.000000000000000,莱阳市,Laiyang Shi,370682,120.705840000000080,36.971165000000042
562,723.000000000000000,交口县,Jiaokou Xian,142333,111.199750000000051,36.959717000000069
563,724.000000000000000,桓台县,Huantai Xian,370321,118.109820000000013,36.953293000000087
564,725.000000000000000,夏津县,Xiajin Xian,372423,116.002890000000093,36.950279000000080
565,726.000000000000000,禹城县,Yucheng Xian,372426,116.652390000000082,36.945358000000056
566,727.000000000000000,乌兰县,Ulan Xian,632821,98.477905000000078,36.930157000000065
567,728.000000000000000,吴旗县,Wuqi Xian,612626,108.177080000000046,36.927856000000077
568,729.000000000000000,鸡泽县,Jize Xian,132125,114.874500000000012,36.924026000000083
569,730.000000000000000,大通回族土族自治县,Datong Huizu Tuzu Zizhixian,630121,101.666610000000048,36.921352000000070
570,731.000000000000000,乳山县,Rushan Xian,371021,121.513980000000060,36.907784000000049
571,732.000000000000000,海晏县,Haiyan Xian,632223,100.986060000000066,36.899391000000037
572,733.000000000000000,邹平县,Zouping Xian,372330,117.726520000000050,36.885693000000060
573,734.000000000000000,寿光县,Shouguang Xian,370723,118.738510000000019,36.879799000000048
574,735.000000000000000,延川县,Yanchuan Xian,612622,110.182040000000029,36.879646000000037
575,736.000000000000000,安塞县,Ansai Xian,612624,109.324430000000064,36.868530000000078
576,737.000000000000000,高唐县,Gaotang Xian,372527,116.231000000000108,36.861622000000068
577,738.000000000000000,临西县,Linxi Xian,132237,115.490310000000022,36.858692000000076
578,739.000000000000000,沙河市,Shahe Shi,132202,114.487750000000005,36.858078000000035
579,740.000000000000000,莱西市,Laixi Shi,370285,120.506450000000086,36.856449000000055
580,741.000000000000000,昌邑县,Changyi Xian,370726,119.399980000000028,36.855667000000039
581,742.000000000000000,于田县,Yutian(Keriya) Xian,653226,81.666885000000036,36.848957000000041
582,743.000000000000000,临清市,Linqing Shi,372502,115.701520000000073,36.846214000000089
583,744.000000000000000,灵石县,Lingshi Xian,142433,111.776210000000049,36.842152000000056
584,745.000000000000000,武乡县,Wuxiang Xian,140429,112.863260000000082,36.836800000000039
585,746.000000000000000,互助土族自治县,Huzhu Tuzu Zizhixian,632126,101.950540000000046,36.835018000000048
586,747.000000000000000,志丹县,Zhidan Xian,612625,108.768040000000042,36.823208000000079
587,748.000000000000000,丘县,Qiu Xian,132124,115.165350000000103,36.819218000000035
588,750.000000000000000,齐河县,Qihe Xian,372425,116.751390000000015,36.793480000000045
589,753.000000000000000,永年县,Yongnian Xian,132133,114.482630000000086,36.790363000000070
590,754.000000000000000,平度市,Pingdu Shi,370283,119.948280000000068,36.788235000000043
591,755.000000000000000,曲周县,Quzhou Xian,132123,114.949650000000020,36.779305000000079
592,756.000000000000000,海阳县,Haiyang Xian,370629,121.157930000000079,36.772659000000090
593,758.000000000000000,永和县,Yonghe Xian,142634,110.633480000000077,36.761459000000059
594,759.000000000000000,沁县,Qin Xian,140430,112.698980000000006,36.757431000000054
595,760.000000000000000,永登县,Yongdeng Xian,620121,103.258610000000033,36.736996000000033
596,762.000000000000000,章丘县,Zhangqiu Xian,370122,117.523580000000038,36.713188000000059
597,763.000000000000000,昌乐县,Changle Xian,370725,118.836710000000039,36.703575000000058
598,765.000000000000000,武安市,Wu'an Shi,130481,114.191860000000020,36.697582000000068
599,766.000000000000000,湟源县,Huangyuan Xian,632125,101.268560000000036,36.688725000000034
600,767.000000000000000,青州市,Qingzhou Shi,370781,118.478270000000066,36.687916000000087
601,768.000000000000000,隰县,Xi Xian,142635,110.930650000000071,36.687626000000080
602,770.000000000000000,汾西县,Fenxi Xian,142636,111.562730000000045,36.650539000000038
603,777.000000000000000,邯郸县,Handan Xian,130421,114.530430000000024,36.588005000000067
604,778.000000000000000,茌平县,Chiping Xian,372524,116.250230000000101,36.586617000000047
605,779.000000000000000,延长县,Yanchang Xian,612621,110.008740000000046,36.583702000000073
606,780.000000000000000,环县,Huan Xian,622822,107.304320000000075,36.573410000000081
607,781.000000000000000,靖远县,Jingyuan Xian,620421,104.684290000000033,36.565273000000047
608,782.000000000000000,涉县,She Xian,132132,113.670389999999998,36.564140000000066
609,783.000000000000000,霍州市,Huozhou Shi,142603,111.728080000000034,36.563824000000068
610,784.000000000000000,海原县,Haiyuan Xian,642222,105.642320000000041,36.560551000000089
611,785.000000000000000,长清县,Changqing Xian,370123,116.723240000000033,36.552830000000085
612,786.000000000000000,肥乡县,Feixiang Xian,132126,114.803100000000086,36.552029000000061
613,789.000000000000000,襄垣县,Xiangyuan Xian,140423,113.040760000000091,36.534588000000042
614,790.000000000000000,馆陶县,Guantao Xian,132135,115.298150000000078,36.534302000000082
615,791.000000000000000,临朐县,Linqu Xian,370724,118.542770000000019,36.511246000000085
616,792.000000000000000,黎城县,Licheng Xian,140426,113.380030000000033,36.504337000000078
617,793.000000000000000,湟中县,Huangzhong Xian,632124,101.564190000000053,36.499611000000073
618,795.000000000000000,沁源县,Qinyuan Xian,140431,112.329560000000015,36.497116000000062
619,796.000000000000000,平安县,Ping'an Xian,632121,102.104760000000056,36.497112000000072
620,797.000000000000000,乐都县,Ledu Xian,632123,102.394410000000050,36.487244000000089
621,798.000000000000000,广平县,Guangping Xian,132127,114.936840000000075,36.480518000000075
622,799.000000000000000,冠县,Guan Xian,372526,115.436230000000023,36.473129000000085
623,800.000000000000000,大宁县,Daning Xian,142633,110.742810000000077,36.469944000000055
624,801.000000000000000,华池县,Huachi Xian,622823,107.989850000000047,36.455559000000051
625,803.000000000000000,成安县,Cheng'an Xian,132128,114.694060000000036,36.441349000000059
626,805.000000000000000,安丘县,Anqiu Xian,370722,119.197390000000041,36.429054000000065
627,806.000000000000000,格尔木市,Golmud Shi,632801,94.893936000000053,36.426014000000066
628,807.000000000000000,蒲县,Pu Xian,142632,111.096800000000030,36.415764000000081
629,808.000000000000000,高密县,Gaomi Xian,370727,119.752560000000017,36.385406000000046
630,809.000000000000000,即墨市,Jimo Shi,370282,120.450410000000034,36.382107000000076
631,810.000000000000000,磁县,Ci Xian,132130,114.374240000000100,36.359043000000042
632,811.000000000000000,魏县,Wei Xian,132122,114.928260000000023,36.357582000000036
633,812.000000000000000,临漳县,Linzhang Xian,132129,114.607079999999996,36.341301000000044
634,813.000000000000000,潞城县,Lucheng Xian,140422,113.221150000000080,36.335094000000083
635,814.000000000000000,民和回族土族自治县,Minhe Huizu Tuzu Zizhixian,632122,102.806400000000053,36.330341000000089
636,815.000000000000000,东阿县,Dong'e Xian,372525,116.239430000000084,36.329586000000063
637,816.000000000000000,皋兰县,Gaolan Xian,620122,103.946510000000046,36.324970000000064
638,817.000000000000000,屯留县,Tunliu Xian,140424,112.882450000000063,36.321949000000075
639,818.000000000000000,都兰县,Dulan Xian,632822,98.093857000000071,36.306084000000055
640,819.000000000000000,胶州市,Jiaozhou Shi,370281,120.007300000000100,36.300026000000059
641,820.000000000000000,平阴县,Pingyin Xian,370124,116.448670000000106,36.286934000000088
642,821.000000000000000,古县,Gu Xian,142627,111.916920000000061,36.282902000000036
643,822.000000000000000,共和县,Gonghe Xian,632521,100.616260000000068,36.280090000000087
644,823.000000000000000,甘泉县,Ganquan Xian,612627,109.344570000000033,36.278625000000034
645,824.000000000000000,大名县,Daming Xian,132121,115.146520000000010,36.275528000000065
646,825.000000000000000,洪洞县,Hongtong Xian,142625,111.682910000000049,36.259399000000087
647,826.000000000000000,莘县,Shen Xian,372523,115.666300000000092,36.237743000000080
648,827.000000000000000,莱芜市,Laiwu Shi,370981,117.661730000000034,36.205116000000089
649,828.000000000000000,平顺县,Pingshun Xian,140425,113.430780000000027,36.200932000000080
650,829.000000000000000,肥城县,Feicheng Xian,370922,116.766970000000015,36.189663000000053
651,831.000000000000000,沂源县,Yiyuan Xian,370323,118.162460000000010,36.185055000000034
652,834.000000000000000,安泽县,Anze Xian,142628,112.240300000000047,36.144066000000066
653,835.000000000000000,长子县,Zhangzi Xian,140428,112.873790000000099,36.119934000000057
654,836.000000000000000,阳谷县,Yanggu Xian,372522,115.775500000000079,36.115799000000038
655,837.000000000000000,壶关县,Huguan Xian,140427,113.199620000000095,36.113499000000047
656,838.000000000000000,安阳县,Anyang Xian,410501,114.345500000000015,36.098343000000057
657,840.000000000000000,吉县,Ji Xian,142630,110.675170000000037,36.095631000000083
658,841.000000000000000,化隆回族自治县,Hualong Huizu Zizhixian,632127,102.269150000000081,36.093975000000057
659,844.000000000000000,南乐县,Nanle Xian,410923,115.197620000000029,36.077473000000055
660,845.000000000000000,林县,Lin Xian,410521,113.812810000000013,36.068802000000062
661,846.000000000000000,贵德县,Guide Xian,632523,101.448200000000043,36.053295000000048
662,849.000000000000000,长治县,Changzhi Xian,140421,113.044830000000047,36.045422000000087
663,850.000000000000000,宜川县,Yichuan Xian,612630,110.164880000000039,36.045174000000088
664,851.000000000000000,固原县,Guyuan Xian,642221,106.278100000000052,36.014095000000054
665,852.000000000000000,庆阳县,Qingyang Xian,622821,107.876020000000040,36.005165000000034
666,853.000000000000000,台前县,Taiqian Xian,410927,115.853920000000016,35.996849000000054
667,854.000000000000000,富县,Fu Xian,612628,109.367160000000069,35.995628000000067
668,855.000000000000000,诸城市,Zhucheng Shi,370282,119.403980000000047,35.993355000000065
669,856.000000000000000,乡宁县,Xiangning Xian,142631,110.832980000000077,35.973175000000083
670,857.000000000000000,西吉县,Xiji Xian,642223,105.724400000000060,35.971230000000048
671,858.000000000000000,浮山县,Fushan Xian,142629,111.842440000000067,35.967442000000062
672,859.000000000000000,内黄县,Neihuang Xian,410527,114.897379999999998,35.953903000000082
673,860.000000000000000,永靖县,Yongjing Xian,622923,103.340340000000026,35.947586000000058
674,861.000000000000000,尖扎县,Jianzha Xian,632322,102.036590000000047,35.936253000000079
675,862.000000000000000,汤阴县,Tangyin Xian,410523,114.352690000000052,35.925518000000068
676,863.000000000000000,范县,Fan Xian,410926,115.487700000000018,35.911049000000048
677,864.000000000000000,东平县,Dongping Xian,370923,116.299170000000004,35.910343000000069
678,865.000000000000000,新泰市,Xintai Shi,370982,117.755880000000047,35.909660000000088
679,866.000000000000000,清丰县,Qingfeng Xian,410922,115.110040000000026,35.908768000000066
680,868.000000000000000,胶南市,Jiaonan Shi,370284,119.976910000000089,35.876053000000070
681,869.000000000000000,襄汾县,Xiangfen Xian,142623,111.436510000000055,35.867706000000055
682,870.000000000000000,榆中县,Yuzhong Xian,620123,104.107870000000048,35.846821000000034
683,871.000000000000000,循化撒拉族自治县,Xunhua Salazu Zizhixian,632128,102.480790000000070,35.846066000000064
684,872.000000000000000,彭阳县,Pengyang Xian,642226,106.642590000000041,35.843468000000087
685,873.000000000000000,合水县,Heshui Xian,622824,108.019010000000037,35.817829000000074
686,874.000000000000000,梁山县,Liangshan Xian,370832,116.086210000000051,35.802727000000061
687,875.000000000000000,高平县,Gaoping Xian,140523,112.919590000000085,35.792057000000057
688,876.000000000000000,沂水县,Yishui Xian,372827,118.623950000000036,35.791027000000042
689,877.000000000000000,陵川县,Lingchuan Xian,140524,113.277010000000018,35.778126000000043
690,878.000000000000000,宁阳县,Ningyang Xian,370921,116.790020000000027,35.764397000000088
691,879.000000000000000,洛川县,Luochuan Xian,612629,109.427420000000041,35.761604000000034
692,881.000000000000000,五莲县,Wulian Xian,370729,119.200940000000060,35.748051000000089
693,882.000000000000000,翼城县,Yicheng Xian,142622,111.708440000000053,35.738762000000065
694,884.000000000000000,汶上县,Wenshang Xian,370830,116.485560000000078,35.729855000000043
695,885.000000000000000,积石山保安族东乡族撒拉族自治县,Jishishan  Bao'anzu Dongxiangzu Salazu Zizhixian,622927,102.872440000000040,35.719296000000043
696,886.000000000000000,蒙阴县,Mengyin Xian,372829,117.928380000000061,35.713753000000054
697,887.000000000000000,濮阳县,Puyang Xian,410901,115.013710000000060,35.705147000000068
698,888.000000000000000,会宁县,Huining Xian,620422,105.056140000000028,35.694199000000083
699,889.000000000000000,沁水县,Qinshui Xian,140521,112.170130000000086,35.690399000000070
700,890.000000000000000,镇原县,Zhenyuan Xian,622827,107.196810000000028,35.683887000000084
701,891.000000000000000,浚县,Xun Xian,410621,114.544320000000084,35.668385000000058
702,892.000000000000000,东乡族自治县,Dongxiangzu Zizhixian,622926,103.389430000000061,35.664070000000038
703,893.000000000000000,泗水县,Sishui Xian,370831,117.271320000000060,35.660744000000079
704,894.000000000000000,曲沃县,Quwo Xian,142621,111.470020000000034,35.641285000000039
705,895.000000000000000,隆德县,Longde Xian,642224,106.122240000000033,35.617092000000071
706,896.000000000000000,新绛县,Xinjiang Xian,142726,111.216150000000027,35.616409000000090
707,897.000000000000000,侯马市,Houma Shi,142602,111.338070000000073,35.608864000000040
708,899.000000000000000,淇县,Qi Xian,410622,114.194370000000049,35.606449000000055
709,900.000000000000000,郓城县,Yuncheng Xian,372928,115.935010000000034,35.605061000000035
710,901.000000000000000,稷山县,Jishan Xian,142727,110.978830000000073,35.602161000000081
711,902.000000000000000,曲阜市,Qufu Shi,370881,116.987230000000068,35.598602000000085
712,903.000000000000000,黄龙县,Huanglong Xian,612631,109.836780000000033,35.591377000000080
713,904.000000000000000,兴海县,Xinghai Xian,632524,99.990868000000034,35.589657000000045
714,905.000000000000000,黄陵县,Huangling Xian,612632,109.263820000000067,35.589474000000052
715,906.000000000000000,河津县,Hejin Xian,142728,110.697810000000061,35.587402000000054
716,907.000000000000000,贵南县,Guinan Xian,632525,100.743620000000078,35.584301000000039
717,908.000000000000000,莒县,Ju Xian,372826,118.834420000000023,35.581886000000054
718,909.000000000000000,滑县,Hua Xian,410526,114.510800000000017,35.581505000000050
719,910.000000000000000,定西县,Dingxi Xian,622421,104.620310000000075,35.575092000000041
720,911.000000000000000,鄄城县,Juancheng Xian,372929,115.500550000000089,35.573517000000038
721,912.000000000000000,兖州县,Yanzhou Xian,370822,116.823700000000031,35.556698000000040
722,913.000000000000000,沂南县,Yinan Xian,372832,118.461380000000077,35.553860000000043
723,915.000000000000000,静宁县,jingning Xian,622727,105.728820000000042,35.524097000000040
724,916.000000000000000,同仁县,Tongren Xian,632321,102.008890000000065,35.511459000000059
725,917.000000000000000,平邑县,Pingyi Xian,372830,117.629410000000007,35.505894000000069
726,919.000000000000000,宁县,Ning Xian,622826,107.930470000000071,35.501427000000035
727,920.000000000000000,临夏县,Linxia Xian,622921,102.981010000000026,35.496674000000041
728,921.000000000000000,正宁县,Zhengning Xian,622825,108.370390000000043,35.494724000000076
729,922.000000000000000,泾源县,Jingyuan Xian,642225,106.340810000000033,35.494087000000036
730,923.000000000000000,阳城县,Yangcheng Xian,140522,112.418000000000006,35.490593000000047
731,924.000000000000000,绛县,Jiang Xian,142731,111.561330000000055,35.489243000000045
732,925.000000000000000,广河县,Guanghe Xian,622924,103.564070000000072,35.478271000000063
733,926.000000000000000,韩城市,Hancheng Shi,612102,110.437640000000044,35.465939000000049
734,927.000000000000000,辉县市,Huixian Shi,410782,113.794140000000084,35.458675000000085
735,928.000000000000000,和政县,Hezheng Xian,622925,103.345650000000035,35.430473000000063
736,929.000000000000000,万荣县,Wanrong Xian,142725,110.831690000000037,35.415573000000052
737,931.000000000000000,卫辉市,Weihui Shi,410781,114.070270000000050,35.410385000000076
738,932.000000000000000,邹县,Zou Xian,370825,116.968440000000101,35.403820000000053
739,933.000000000000000,嘉祥县,Jiaxiang Xian,370829,116.342980000000011,35.400688000000059
740,934.000000000000000,宜君县,Yijun Xian,610222,109.113110000000063,35.397278000000085
741,935.000000000000000,巨野县,Juye Xian,372926,116.088710000000106,35.396210000000053
742,937.000000000000000,临洮县,Lintao Xian,622427,103.857940000000042,35.379147000000046
743,938.000000000000000,康乐县,Kangle Xian,622922,103.703570000000070,35.371662000000072
744,939.000000000000000,闻喜县,Wenxi Xian,142729,111.217210000000080,35.357723000000078
745,940.000000000000000,泾川县,Jingchuan Xian,622722,107.363390000000038,35.328808000000038
746,942.000000000000000,新乡县,Xinxiang Xian,410701,113.868250000000103,35.309940000000040
747,943.000000000000000,崇信县,Chongxin Xian,622724,107.045730000000049,35.305904000000055
748,944.000000000000000,垣曲县,Yuanqu Xian,142733,111.670430000000067,35.300838000000056
749,945.000000000000000,东明县,Dongming Xian,372930,115.088840000000005,35.298492000000067
750,946.000000000000000,获嘉县,Huojia Xian,410724,113.660220000000095,35.268127000000050
751,947.000000000000000,费县,Fei Xian,372831,117.964620000000082,35.265209000000084
752,948.000000000000000,同德县,Tongde Xian,632522,100.575060000000065,35.254711000000043
753,951.000000000000000,合阳县,Heyang Xian,612132,110.151020000000074,35.242584000000079
754,952.000000000000000,修武县,Xiuwu Xian,410821,113.434840000000008,35.231197000000066
755,953.000000000000000,华亭县,Huating Xian,622725,106.651950000000056,35.218842000000052
756,954.000000000000000,通渭县,Tongwei Xian,622424,105.249490000000037,35.213928000000067
757,955.000000000000000,长武县,Changwu Xian,610428,107.789320000000032,35.205441000000064
758,956.000000000000000,夏河县,Xiahe xian,623027,102.505660000000034,35.204971000000057
759,957.000000000000000,庄浪县,Zhuanglang Xian,622726,106.045740000000080,35.200787000000048
760,958.000000000000000,长垣县,Changyuan Xian,410728,114.682720000000018,35.198360000000037
761,959.000000000000000,澄城县,Chengcheng Xian,612129,109.930440000000033,35.190914000000078
762,960.000000000000000,莒南县,Junan Xian,372824,118.824280000000044,35.182281000000046
763,961.000000000000000,白水县,Baishui Xian,612130,109.587060000000065,35.181622000000061
764,962.000000000000000,博爱县,Bo'ai Xian,410822,113.062480000000050,35.165844000000050
765,963.000000000000000,临猗县,Linyi Xian,142724,110.774040000000070,35.147945000000050
766,964.000000000000000,延津县,Yanjin Xian,410726,114.194690000000037,35.142761000000064
767,965.000000000000000,渭源县,Weiyuan Xian,622426,104.210170000000062,35.139488000000085
768,966.000000000000000,夏县,Xia Xian,142730,111.220050000000072,35.137451000000056
769,967.000000000000000,旬邑县,Xunyi Xian,610429,108.332580000000064,35.122498000000064
770,968.000000000000000,武陟县,Wuzhi Xian,410823,113.392460000000028,35.098892000000035
771,969.000000000000000,济源市,Jiyuan Shi,410881,112.582670000000007,35.092438000000072
772,971.000000000000000,沁阳市,Qinyang Shi,410882,112.936990000000037,35.089302000000089
773,972.000000000000000,滕州市,Tengzhou Shi,370481,117.158160000000066,35.086090000000070
774,974.000000000000000,定陶县,Dingtao Xian,372923,115.566620000000057,35.073986000000048
775,975.000000000000000,灵台县,Lingtai Xian,622723,107.616300000000081,35.071903000000077
776,977.000000000000000,金乡县,Jinxiang Xian,370828,116.304530000000000,35.068165000000079
777,978.000000000000000,原阳县,Yuanyang Xian,410725,113.962970000000041,35.051949000000036
778,979.000000000000000,封丘县,Fengqiu Xian,410727,114.408830000000080,35.039677000000040
779,980.000000000000000,彬县,Bin Xian,610427,108.077990000000057,35.039658000000088
780,981.000000000000000,泽库县,Zeekog Xian,632323,101.470860000000073,35.036560000000065
781,983.000000000000000,陇西县,Longxi Xian,622425,104.635600000000068,35.007137000000057
782,984.000000000000000,鱼台县,Yutai Xian,370827,116.649700000000053,34.998501000000090
783,985.000000000000000,张家川回族自治县,Zhangjiachuan Huizu Zizhixian,620525,106.212360000000047,34.995049000000051
784,986.000000000000000,成武县,Chengwu Xian,372924,115.875180000000000,34.962231000000088
785,987.000000000000000,蒲城县,Pucheng Xian,612128,109.585120000000074,34.955936000000065
786,988.000000000000000,温县,Wen Xian,410825,113.075460000000021,34.938118000000088
787,989.000000000000000,临沭县,Linshu Xian,372833,118.644530000000032,34.924881000000084
788,990.000000000000000,玛多县,Madoi Xian,632626,98.208473000000026,34.921768000000043
789,991.000000000000000,耀县,Yao Xian,610221,108.971470000000068,34.913269000000071
790,992.000000000000000,孟县,Meng Xian,410826,112.782800000000066,34.903179000000080
791,993.000000000000000,陇县,Long Xian,610327,106.852960000000053,34.891407000000072
792,995.000000000000000,永济县,Yongji Xian,142722,110.443720000000042,34.866585000000043
793,996.000000000000000,秦安县,Qin'an Xian,620522,105.672710000000052,34.863220000000069
794,997.000000000000000,苍山县,Cangshan Xian,372823,118.045749999999998,34.853710000000035
795,998.000000000000000,漳县,Zhang Xian,622428,104.472140000000081,34.850636000000065
796,999.000000000000000,平陆县,Pinglu Xian,142732,111.210960000000057,34.841091000000063
797,1000.000000000000000,赣榆县,Ganyu Xian,320721,119.123310000000060,34.840782000000047
798,1001.000000000000000,孟津县,Mengjin Xian,410322,112.435720000000060,34.828304000000060
799,1002.000000000000000,曹县,Cao Xian,372922,115.539450000000102,34.827587000000051
800,1003.000000000000000,兰考县,Lankao Xian,410225,114.810120000000097,34.826515000000086
801,1004.000000000000000,淳化县,Chunhua Xian,610430,108.570090000000050,34.808723000000043
802,1006.000000000000000,微山县,Weishan Xian,370826,117.116300000000024,34.804466000000048
803,1007.000000000000000,单县,Shan Xian,372925,116.079250000000002,34.797901000000081
804,1008.000000000000000,大荔县,Dali Xian,612127,109.939050000000066,34.797245000000089
805,1010.000000000000000,荥阳县,Xingyang Xian,410121,113.347400000000107,34.783108000000084
806,1011.000000000000000,陕县,Shan Xian,411201,111.194970000000069,34.781700000000058
807,1014.000000000000000,巩县,Gong Xian,410124,112.966420000000085,34.768822000000057
808,1015.000000000000000,渑池县,Mianchi Xian,411221,111.766310000000033,34.765198000000055
809,1016.000000000000000,开封县,Kaifeng Xian,410224,114.425870000000032,34.759876000000077
810,1018.000000000000000,富平县,Fuping Xian,612133,109.161570000000040,34.754429000000073
811,1019.000000000000000,清水县,Qingshui Xian,620521,106.136580000000038,34.746304000000066
812,1020.000000000000000,甘谷县,Gangu Xian,620523,105.329080000000033,34.739437000000066
813,1021.000000000000000,沛县,Pei Xian,320322,116.926950000000033,34.737995000000069
814,1022.000000000000000,河南蒙古族自治县,Henan Mongolzu Zizhixian,632324,101.613090000000057,34.737598000000048
815,1023.000000000000000,新安县,Xin'an Xian,410323,112.144300000000044,34.733059000000083
816,1024.000000000000000,中牟县,Zhongmou Xian,410122,114.026250000000005,34.732094000000075
817,1025.000000000000000,偃师县,Yanshi Xian,410321,112.779940000000011,34.731133000000057
818,1026.000000000000000,义马市,Yima Shi,411281,111.918180000000064,34.726078000000086
819,1027.000000000000000,武山县,Wushan Xian,620524,104.885290000000055,34.720016000000044
820,1028.000000000000000,丰县,Feng Xian,320321,116.584180000000060,34.703617000000065
821,1029.000000000000000,芮城县,Ruicheng Xian,142723,110.688290000000052,34.697308000000078
822,1030.000000000000000,永寿县,Yongshou Xian,610426,108.138400000000047,34.695213000000081
823,1031.000000000000000,临潭县,Lintan Xian,623021,103.359580000000051,34.688717000000054
824,1032.000000000000000,麟游县,Linyou Xian,610329,107.813140000000033,34.683945000000051
825,1035.000000000000000,民权县,Minquan Xian,412323,115.139810000000011,34.654659000000038
826,1036.000000000000000,千阳县,Qianyang Xian,610328,107.133860000000027,34.644875000000070
827,1037.000000000000000,三原县,Sanyuan Xian,610422,108.926290000000051,34.619747000000075
828,1038.000000000000000,郯城县,Tancheng Xian,372822,118.334460000000036,34.618134000000055
829,1040.000000000000000,卓尼县,Zhuoni Xian,623022,103.507580000000075,34.598072000000059
830,1041.000000000000000,碌曲县,Luqu Xian,623026,102.489560000000040,34.596649000000070
831,1045.000000000000000,华阴县,Huayin Xian,612103,110.089360000000056,34.568310000000054
832,1047.000000000000000,杞县,Qi Xian,410221,114.774480000000040,34.553513000000066
833,1048.000000000000000,潼关县,Tongguan Xian,612126,110.245470000000068,34.545723000000066
834,1049.000000000000000,泾阳县,Jingyang Xian,610423,108.837560000000053,34.533337000000074
835,1050.000000000000000,高陵县,Gaoling Xian,610126,109.080470000000048,34.533325000000048
836,1051.000000000000000,乾县,Qian Xian,610424,108.235600000000034,34.530300000000068
837,1052.000000000000000,灵宝县,Lingbao Xian,411223,110.865380000000073,34.527512000000058
838,1053.000000000000000,东海县,Donghai Xian,320722,118.759870000000092,34.527508000000068
839,1054.000000000000000,凤翔县,Fengxiang Xian,610322,107.385920000000056,34.522518000000048
840,1055.000000000000000,华县,Hua Xian,612124,109.759890000000041,34.519627000000071
841,1056.000000000000000,密县,Mi Xian,410126,113.354560000000106,34.514629000000070
842,1057.000000000000000,宜阳县,Yiyang Xian,410327,112.165220000000090,34.512718000000064
843,1059.000000000000000,礼泉县,Liquan Xian,610425,108.416560000000061,34.489967000000036
844,1060.000000000000000,通许县,Tongxu Xian,410222,114.459080000000085,34.475006000000064
845,1061.000000000000000,玛沁县,Maqeen Xian,632621,100.246190000000070,34.474026000000038
846,1062.000000000000000,登封县,Dengfeng Xian,410125,113.024620000000027,34.455818000000079
847,1065.000000000000000,宁陵县,Ningling Xian,412324,115.315370000000030,34.445976000000087
848,1066.000000000000000,岐山县,Qishan Xian,610323,107.627090000000067,34.439636000000064
849,1067.000000000000000,岷县,Min Xian,622429,104.030250000000080,34.436455000000080
850,1068.000000000000000,睢县,Sui Xian,412325,115.065970000000107,34.430504000000042
851,1069.000000000000000,砀山县,Dangshan Xian,342221,116.340250000000083,34.427879000000075
852,1070.000000000000000,伊川县,Yichuan Xian,410329,112.426280000000020,34.421947000000046
853,1071.000000000000000,尉氏县,Weishi Xian,410223,114.180770000000052,34.413452000000063
854,1072.000000000000000,虞城县,Yucheng Xian,412321,115.852350000000001,34.401199000000076
855,1073.000000000000000,新郑县,Xinzheng Xian,410123,113.719090000000051,34.397324000000083
856,1074.000000000000000,洛宁县,Luoning Xian,410328,111.653400000000033,34.385807000000057
857,1075.000000000000000,商丘县,Shangqiu Xian,412322,115.607450000000085,34.385052000000087
858,1077.000000000000000,新沂市,Xinyi Shi,320381,118.340360000000032,34.373093000000040
859,1078.000000000000000,临潼县,Lintong Xian,610123,109.212720000000047,34.368351000000075
860,1079.000000000000000,扶风县,Fufeng Xian,610324,107.868490000000065,34.361824000000070
861,1080.000000000000000,宝鸡县,Baoji Xian,610321,107.381580000000042,34.349838000000034
862,1082.000000000000000,邳县,Pi Xian,320325,117.957790000000045,34.314041000000088
863,1083.000000000000000,兴平县,Xingping Xian,610421,108.482600000000048,34.298721000000057
864,1084.000000000000000,灌云县,Guanyun Xian,320723,119.255790000000047,34.298286000000076
865,1086.000000000000000,眉县,Mei Xian,610326,107.754790000000071,34.273563000000081
