OBJECTID,CNTYPT_,NAME,PYNAME,ADCODE93,POINT_X,POINT_Y
1064,1315.000000000000000,南通县,Nantong Xian,320624,121.077330000000075,32.085182000000088
1065,1316.000000000000000,万源县,Wanyuan Xian,513024,108.045970000000068,32.069965000000082
1066,1317.000000000000000,黑水县,Heishui Xian,513228,102.980040000000031,32.065624000000071
1067,1318.000000000000000,江浦县,Jiangpu Xian,320122,118.617600000000039,32.064869000000044
1068,1319.000000000000000,房县,Fang Xian,422626,110.727150000000051,32.058971000000042
1069,1322.000000000000000,剑阁县,Jiange Xian,510823,105.463320000000067,32.033401000000083
1070,1323.000000000000000,靖江县,Jingjiang Xian,321024,120.263180000000034,32.014404000000070
1071,1325.000000000000000,光山县,Guangshan Xian,413025,114.898770000000013,32.009701000000064
1072,1326.000000000000000,丹阳市,Danyang Shi,321181,119.569850000000088,31.995802000000083
1073,1328.000000000000000,白沙工农区,Baisha Gongnongqu,513032,108.148270000000025,31.977345000000071
1074,1330.000000000000000,江宁县,Jiangning Xian,320121,118.839710000000082,31.955864000000076
1075,1333.000000000000000,城口县,Chengkou Xian,512229,108.669720000000041,31.950069000000042
1076,1334.000000000000000,句容县,Jurong Xian,321123,119.162730000000010,31.946535000000040
1077,1337.000000000000000,通江县,Tongjiang Xian,513025,107.245960000000025,31.925125000000037
1078,1338.000000000000000,巴青县,Baqeen Xian,542429,94.059891000000050,31.923021000000062
1079,1339.000000000000000,马尔康县,Barkam Xian,513229,102.233790000000056,31.911007000000041
1080,1341.000000000000000,江阴市,Jiangyin Shi,320281,120.266090000000077,31.908770000000061
1081,1343.000000000000000,海门县,Haimen Xian,320625,121.168200000000070,31.893732000000057
1082,1344.000000000000000,镇坪县,Zhenping Xian,612428,109.516270000000077,31.891205000000070
1083,1345.000000000000000,保康县,Baokang Xian,420626,111.267080000000078,31.888035000000059
1084,1346.000000000000000,肥东县,Feidong Xian,340122,117.471310000000017,31.887754000000086
1085,1347.000000000000000,索县,Sog Xian,542427,93.779015000000072,31.886972000000071
1086,1349.000000000000000,张家港市,Zhangjiagang Shi,320582,120.544540000000097,31.864676000000088
1087,1351.000000000000000,巴中县,Bazhong Xian,513027,106.754760000000033,31.849014000000068
1088,1355.000000000000000,北川县,Beichuan Xian,510726,104.444760000000031,31.825459000000080
1089,1357.000000000000000,启东市,Qidong Shi,320681,121.662750000000074,31.810350000000085
1090,1359.000000000000000,德格县,Deegee Xian,513330,98.583702000000073,31.805170000000089
1091,1360.000000000000000,商城县,Shangcheng Xian,413027,115.407060000000001,31.803518000000054
1092,1362.000000000000000,武进县,Wujin Xian,320401,119.952300000000037,31.782784000000049
1093,1363.000000000000000,南漳县,Nanzhang Xian,420624,111.844730000000027,31.781881000000055
1094,1364.000000000000000,江油市,Jiangyou Shi,510781,104.740950000000055,31.778116000000068
1095,1367.000000000000000,六安县,Lu'an Xian,342401,116.494120000000066,31.754595000000052
1096,1369.000000000000000,神农架林区,Shennongjia Linqu,422921,110.676950000000033,31.754316000000074
1097,1370.000000000000000,金坛县,Jintan Xian,320422,119.570620000000076,31.746979000000067
1098,1371.000000000000000,苍溪县,Cangxi Xian,510824,105.933040000000062,31.743105000000071
1099,1376.000000000000000,含山县,Hanshan Xian,342625,118.103000000000065,31.720116000000075
1100,1377.000000000000000,肥西县,Feixi Xian,340123,117.157760000000053,31.716938000000084
1101,1378.000000000000000,随州市,Suizhou Shi,420681,113.369820000000004,31.715105000000051
1102,1379.000000000000000,和县,He Xian,342626,118.361120000000028,31.714224000000058
1103,1381.000000000000000,宜城县,Yicheng Xian,420623,112.260130000000004,31.710701000000086
1104,1383.000000000000000,茂县,Mao Xian,513223,103.853030000000047,31.688932000000079
1105,1384.000000000000000,金寨县,Jinzhai Xian,342426,115.859120000000075,31.685169000000087
1106,1387.000000000000000,溧水县,Lishui Xian,320124,119.022870000000012,31.656557000000078
1107,1389.000000000000000,安县,An Xian,510724,104.428530000000080,31.649504000000036
1108,1390.000000000000000,常熟市,Changshu Shi,320581,120.733789999999999,31.646582000000080
1109,1392.000000000000000,梓潼县,Zitong Xian,510725,105.157630000000040,31.638430000000085
1110,1393.000000000000000,甘孜县,Garzee Xian,513328,99.986717000000056,31.631144000000063
1111,1394.000000000000000,崇明县,Chongming Xian,310230,121.389890000000037,31.627645000000086
1112,1395.000000000000000,新县,Xin Xian,413029,114.857540000000085,31.625341000000049
1113,1396.000000000000000,广水市,Guangshui Shi,422204,113.818990000000099,31.618320000000040
1114,1401.000000000000000,阆中县,Langzhong Xian,512903,105.967030000000079,31.583160000000078
1115,1403.000000000000000,无锡县,Wuxi Xian,320201,120.296210000000087,31.574585000000070
1116,1405.000000000000000,平昌县,Pingchang Xian,513028,107.109650000000045,31.573645000000056
1117,1407.000000000000000,大悟县,Dawu Xian,422223,114.114750000000072,31.555717000000072
1118,1408.000000000000000,当涂县,Dangtu Xian,340521,118.483440000000087,31.555685000000040
1119,1413.000000000000000,仪陇县,Yilong Xian,512927,106.403680000000065,31.526846000000035
1120,1415.000000000000000,江达县,Jomda Xian,542122,98.208023000000082,31.506340000000080
1121,1417.000000000000000,金川县,Jinchuan(Quqeen) Xian,513226,102.057330000000036,31.486824000000070
1122,1418.000000000000000,札达县,Zanda Xian,542522,79.802841000000058,31.483721000000060
1123,1419.000000000000000,比如县,Biru Xian,542423,93.681190000000072,31.481417000000079
1124,1420.000000000000000,那曲县,Nagqu Xian,542421,92.056244000000049,31.480192000000045
1125,1421.000000000000000,汶川县,Wenchuan Xian,513221,103.578150000000051,31.477791000000082
1126,1424.000000000000000,舒城县,Shucheng Xian,342425,116.938540000000103,31.456448000000080
1127,1425.000000000000000,理县,Li Xian,513222,103.164390000000026,31.454174000000080
1128,1426.000000000000000,太仓县,Taicang Xian,320522,121.098630000000071,31.451000000000079
1129,1428.000000000000000,溧阳县,Liyang Xian,320481,119.486000000000104,31.430706000000043
1130,1430.000000000000000,丁青县,Deengqeen Xian,542125,95.630638000000033,31.411268000000064
1131,1432.000000000000000,霍山县,Huoshan Xian,342427,116.320110000000000,31.407784000000049
1132,1433.000000000000000,巫溪县,Wuxi Xian,512228,109.622470000000078,31.406134000000065
1133,1435.000000000000000,炉霍县,Luhuo(Zhaggo) Xian,513327,100.675640000000044,31.395166000000074
1134,1438.000000000000000,昆山市,Kunshan Shi,320583,120.948230000000081,31.386108000000036
1135,1439.000000000000000,嘉定县,Jiading Xian,310222,121.249020000000087,31.385845000000074
1136,1440.000000000000000,班戈县,Bangoin Xian,542428,90.020287000000053,31.366695000000050
1137,1441.000000000000000,宜兴市,Yixing Shi,320282,119.814380000000028,31.363638000000037
1138,1443.000000000000000,南部县,Nanbu Xian,512922,106.058590000000038,31.359615000000076
1139,1444.000000000000000,宣汉县,Xuanhan Xian,513022,107.715290000000039,31.359371000000067
1140,1446.000000000000000,绵竹县,Mianzhu Xian,510622,104.197620000000029,31.342484000000070
1141,1449.000000000000000,高淳县,Gaochun Xian,320125,118.861510000000067,31.321630000000084
1142,1451.000000000000000,吴县,Wu Xian,320501,120.618620000000078,31.312710000000038
1143,1453.000000000000000,无为县,Wuwei Xian,342623,117.911320000000046,31.298515000000066
1144,1456.000000000000000,红安县,Hong'an Xian,422123,114.615720000000010,31.287647000000050
1145,1459.000000000000000,安陆市,Anlu Shi,422203,113.688920000000053,31.263714000000050
1146,1460.000000000000000,庐江县,Lujiang Xian,342622,117.288350000000037,31.253363000000036
1147,1463.000000000000000,兴山县,Xingshan Xian,422726,110.759280000000047,31.235250000000065
1148,1465.000000000000000,盐亭县,Yanting Xian,510723,105.376110000000040,31.229305000000068
1149,1467.000000000000000,达县,Da Xian,513001,107.500090000000057,31.226969000000054
1150,1468.000000000000000,类乌齐县,Riwoqee Xian,542124,96.588074000000063,31.216978000000040
1151,1469.000000000000000,白玉县,Baiyuu Xian,513331,98.826950000000068,31.216948000000059
1152,1471.000000000000000,川沙县,Chuansha Xian,310224,121.697830000000067,31.197155000000066
1153,1472.000000000000000,开县,Kai Xian,512222,108.419500000000028,31.187906000000055
1154,1475.000000000000000,钟祥县,Zhongxiang Xian,422431,112.589260000000081,31.169827000000055
1155,1476.000000000000000,吴江县,Wujiang Xian,320525,120.637789999999995,31.167065000000036
1156,1478.000000000000000,芜湖县,Wuhu Xian,340221,118.565830000000005,31.147228000000041
1157,1479.000000000000000,青浦县,Qingpu Xian,310229,121.107760000000098,31.144772000000046
1158,1480.000000000000000,昌都县,Qamdo Xian,542136,97.166138000000046,31.143131000000039
1159,1481.000000000000000,什邡县,Shenfang Xian,510625,104.174040000000048,31.134270000000072
1160,1482.000000000000000,郎溪县,Langxi Xian,342522,119.181470000000104,31.134151000000088
1161,1484.000000000000000,上海县,Shanghai Xian,310221,121.372070000000008,31.106131000000062
1162,1485.000000000000000,三台县,Santai Xian,510722,105.087570000000028,31.094620000000077
1163,1486.000000000000000,繁昌县,Fangchang Xian,340222,118.194270000000074,31.090563000000088
1164,1487.000000000000000,巫山县,Wushan Xian,512227,109.888860000000079,31.081345000000056
1165,1489.000000000000000,开江县,Kaijiang Xian,513023,107.867450000000076,31.078833000000088
1166,1490.000000000000000,营山县,Yingshan Xian,512924,106.565030000000036,31.075796000000082
1167,1492.000000000000000,远安县,Yuan'an Xian,422725,111.641760000000033,31.068062000000054
1168,1494.000000000000000,南汇县,Nanhui Xian,310225,121.751900000000091,31.055321000000049
1169,1495.000000000000000,奉节县,Fengjie Xian,512226,109.524750000000040,31.054707000000064
1170,1496.000000000000000,桐城县,Tongcheng Xian,340821,116.938610000000040,31.052280000000053
1171,1497.000000000000000,中江县,Zhongjiang Xian,510623,104.679050000000075,31.044277000000079
1172,1499.000000000000000,蓬安县,Peng'an Xian,512926,106.408890000000042,31.036739000000068
1173,1500.000000000000000,巴东县,Badong Xian,422823,110.404530000000079,31.030022000000088
1174,1502.000000000000000,云梦县,Yunmeng Xian,422226,113.746400000000108,31.025822000000062
1175,1503.000000000000000,京山县,Jingshan Xian,422432,113.116849999999999,31.024815000000046
1176,1505.000000000000000,措勤县,Coqeen Xian,542527,85.155975000000069,31.022945000000050
1177,1506.000000000000000,都江堰市,Dujiangyan Shi,510181,103.621420000000057,31.014395000000036
1178,1507.000000000000000,长兴县,Changxing Xian,330522,119.901370000000043,31.013893000000053
1179,1508.000000000000000,西充县,Xichong Xian,512929,105.880940000000066,31.010458000000085
1180,1509.000000000000000,松江县,Songjiang Xian,310227,121.227640000000065,31.009476000000063
1181,1511.000000000000000,秭归县,Zigui Xian,422727,110.694160000000068,30.999617000000057
1182,1513.000000000000000,小金县,Xiaojin Xian,513227,102.355080000000044,30.992863000000057
1183,1514.000000000000000,彭县,Peng Xian,510126,103.945070000000044,30.991879000000040
1184,1516.000000000000000,道孚县,Dawu Xian,513326,101.122050000000058,30.989025000000083
1185,1517.000000000000000,广汉市,Guanghan Shi,510681,104.283070000000066,30.981310000000065
1186,1518.000000000000000,云阳县,Yunyang Xian,512225,108.891490000000033,30.966854000000069
1187,1520.000000000000000,铜陵县,Tongling Xian,340721,117.787500000000023,30.953846000000055
1188,1522.000000000000000,应城市,Yingcheng Shi,422202,113.569680000000062,30.946003000000076
1189,1523.000000000000000,新龙县,Xinlong(Nyagrong) Xian,513329,100.303660000000036,30.944960000000037
1190,1524.000000000000000,边坝县,Banbar Xian,542133,94.698189000000070,30.940203000000054
1191,1525.000000000000000,申扎县,Xainza Xian,542426,88.704735000000028,30.931904000000088
1192,1527.000000000000000,南陵县,Nanling Xian,340223,118.332410000000095,30.924437000000069
1193,1531.000000000000000,奉贤县,Fengxian Xian,310226,121.455280000000016,30.915609000000075
1194,1533.000000000000000,金山县,Jinshan Xian,310228,121.158070000000066,30.901217000000088
1195,1534.000000000000000,广德县,Guangde Xian,342523,119.420190000000048,30.894686000000036
1196,1538.000000000000000,射洪县,Shehong Xian,510922,105.382370000000037,30.876120000000071
1197,1539.000000000000000,丹巴县,Danba(Rongzhag) Xian,513323,101.887690000000077,30.876024000000086
1198,1540.000000000000000,黄陂县,Huangpi Xian,420123,114.365589999999997,30.875669000000073
1199,1541.000000000000000,贡觉县,Konjo Xian,542123,98.270248000000038,30.868380000000059
1200,1544.000000000000000,金堂县,Jintang Xian,510121,104.434560000000033,30.857916000000046
1201,1545.000000000000000,岳西县,Yuexi Xian,340828,116.358180000000061,30.857161000000076
1202,1547.000000000000000,新洲县,Xinzhou Xian,420124,114.799120000000016,30.845839000000069
1203,1548.000000000000000,渠县,Qu Xian,513030,106.962240000000065,30.844326000000081
1204,1549.000000000000000,嘉善县,Jiashan Xian,330421,120.917220000000043,30.843824000000041
1205,1550.000000000000000,万县,Wan Xian,512221,108.354960000000062,30.836559000000079
1206,1552.000000000000000,当阳市,Dangyang Shi,422702,111.787120000000073,30.831511000000035
1207,1553.000000000000000,新都县,Xindu Xian,510125,104.160550000000057,30.831390000000056
1208,1556.000000000000000,郫县,Pi Xian,510124,103.888770000000079,30.807074000000057
1209,1559.000000000000000,罗田县,Luotian Xian,422125,115.390400000000000,30.790346000000056
1210,1560.000000000000000,蓬溪县,Pengxi Xian,510921,105.708630000000028,30.776373000000035
1211,1561.000000000000000,宜昌县,Yichang Xian,422721,111.324170000000038,30.773214000000053
1212,1562.000000000000000,南充县,Nanchong Xian,512921,106.110320000000058,30.771528000000046
1213,1566.000000000000000,洛隆县,Lhorong Xian,542132,95.829330000000027,30.748140000000035
1214,1567.000000000000000,英山县,Yingshan Xian,422126,115.669450000000097,30.742138000000068
1215,1568.000000000000000,大竹县,Dazhu Xian,513029,107.204840000000047,30.738197000000071
1216,1569.000000000000000,嵊泗县,Shengsi Xian,330922,122.454380000000015,30.723564000000067
1217,1575.000000000000000,平湖县,Pinghu Xian,330422,121.012340000000108,30.704220000000078
1218,1576.000000000000000,温江县,Wenjiang Xian,510123,103.830600000000061,30.702269000000058
1219,1577.000000000000000,枞阳县,Zongyang Xian,340823,117.210590000000025,30.693710000000067
1220,1578.000000000000000,泾县,Jing Xian,342529,118.406590000000051,30.686710000000062
1221,1579.000000000000000,梁平县,Liangping Xian,512224,107.788970000000063,30.666655000000048
1222,1580.000000000000000,察雅县,Chagyab Xian,542126,97.558945000000051,30.660685000000058
1223,1581.000000000000000,天门市,Tianmen Shi,422404,113.164120000000025,30.656250000000057
1224,1584.000000000000000,汉川县,Hanchuan Xian,422228,113.828700000000026,30.648508000000049
1225,1586.000000000000000,桐乡县,Tongxiang Xian,330425,120.542740000000094,30.641678000000070
1226,1587.000000000000000,安吉县,Anji Xian,330523,119.687160000000063,30.637701000000050
1227,1589.000000000000000,青阳县,Qingyang Xian,342923,117.863050000000044,30.636639000000059
1228,1590.000000000000000,崇庆县,Chongqing Xian,510128,103.672610000000077,30.636564000000078
1229,1591.000000000000000,潜山县,Qianshan Xian,340824,116.567200000000071,30.630346000000088
1230,1592.000000000000000,宁国县,Ningguo Xian,342524,118.977540000000090,30.619968000000085
1231,1593.000000000000000,建始县,Jianshi Xian,422822,109.726270000000056,30.610687000000041
1232,1594.000000000000000,嘉黎县,Jiali(Lhari) Xian,542422,93.505119000000036,30.604832000000044
1233,1596.000000000000000,大邑县,Dayi Xian,510129,103.523040000000037,30.584782000000075
1234,1597.000000000000000,汉阳县,Hanyang Xian,420121,114.025630000000092,30.580984000000058
1235,1598.000000000000000,双流县,Shuangliu Xian,510122,103.923310000000072,30.579893000000084
1236,1601.000000000000000,德清县,Deqing Xian,330521,120.084800000000087,30.553133000000059
1237,1603.000000000000000,岳池县,Yuechi Xian,512923,106.440570000000037,30.545620000000042
1238,1604.000000000000000,海宁市,Haining Shi,330481,120.693620000000010,30.528711000000044
1239,1608.000000000000000,海盐县,Haiyan Xian,330424,120.932020000000080,30.517859000000044
1240,1612.000000000000000,当雄县,Damxung Xian,540122,91.099770000000035,30.486753000000078
1241,1614.000000000000000,广安县,Guangan Xian,512925,106.631750000000068,30.474428000000046
1242,1615.000000000000000,长阳土家族自治县,Changyang Tujiazu Zizhixian,422728,111.191500000000076,30.474218000000064
1243,1618.000000000000000,浠水县,Xishui Xian,422127,115.252040000000079,30.458691000000044
1244,1619.000000000000000,黄州市,Huangzhou Shi,422103,114.865490000000023,30.446987000000036
1245,1622.000000000000000,余杭县,Yuhang Xian,330125,120.297330000000102,30.431538000000046
1246,1623.000000000000000,枝江县,Zhijiang Xian,422723,111.757590000000050,30.429537000000039
1247,1624.000000000000000,新津县,Xinjin Xian,510132,103.810940000000073,30.423536000000070
1248,1625.000000000000000,潜江市,Qianjiang Shi,422405,112.892960000000016,30.420952000000057
1249,1626.000000000000000,太湖县,Taihu Xian,340825,116.265080000000012,30.420059000000037
1250,1627.000000000000000,邛崃县,Qionglai Xian,510130,103.456830000000082,30.416590000000042
1251,1628.000000000000000,怀宁县,Huaining Xian,340822,116.647090000000048,30.409006000000090
1252,1631.000000000000000,枝城市,Zhicheng Shi,422701,111.457920000000058,30.392385000000047
1253,1632.000000000000000,简阳县,Jianyang Xian,511027,104.550410000000056,30.390272000000039
1254,1633.000000000000000,华蓥市,Huaying Shi,512902,106.769590000000051,30.383263000000056
1255,1635.000000000000000,宝兴县,Baoxing Xian,513128,102.821020000000033,30.372356000000082
1256,1636.000000000000000,仙桃市,Xiantao Shi,422401,113.452830000000063,30.371765000000039
1257,1637.000000000000000,武胜县,Wusheng Xian,512928,106.290920000000028,30.361160000000041
1258,1638.000000000000000,武昌县,Wuchang Xian,420122,114.315390000000093,30.353367000000048
1259,1639.000000000000000,江陵县,Jiangling Xian,422421,112.190770000000043,30.350445000000036
1260,1640.000000000000000,邻水县,Linshui Xian,513031,106.919630000000041,30.335321000000079
1261,1642.000000000000000,垫江县,Dianjiang Xian,512322,107.356190000000026,30.323742000000038
1262,1644.000000000000000,普兰县,Burang Xian,542521,81.181648000000052,30.312555000000089
1263,1645.000000000000000,利川市,Lichuan Shi,422802,108.933540000000050,30.299772000000075
1264,1646.000000000000000,忠县,Zhong Xian,512223,108.031580000000076,30.298578000000077
1265,1648.000000000000000,旌德县,Jingde Xian,342530,118.538770000000000,30.291025000000047
1266,1649.000000000000000,乐至县,Lezhi Xian,511022,105.020900000000040,30.286827000000073
1267,1652.000000000000000,岱山县,Daishan Xian,330921,122.207250000000045,30.241570000000081
1268,1653.000000000000000,蕲春县,Qichun Xian,422128,115.424700000000030,30.238474000000053
1269,1654.000000000000000,临安县,Lin'an Xian,330124,119.721280000000093,30.231056000000081
1270,1655.000000000000000,蒲江县,Pujiang Xian,510131,103.502590000000055,30.214197000000070
1271,1657.000000000000000,石台县,Shitai Xian,342922,117.466700000000060,30.207769000000042
1272,1658.000000000000000,五峰土家族自治县,Wufeng Tujiazu Zizhixian,422729,110.678860000000043,30.204006000000049
1273,1659.000000000000000,彭山县,Pengshan Xian,511128,103.869250000000079,30.200752000000080
1274,1662.000000000000000,松滋县,Songzi Xian,422422,111.772780000000068,30.178774000000089
1275,1663.000000000000000,慈溪市,Cixi Shi,330282,121.241290000000049,30.174122000000068
1276,1664.000000000000000,潼南县,Tongnan Xian,510227,105.821000000000026,30.173649000000069
1277,1666.000000000000000,萧山市,Xiaoshan Shi,330181,120.258930000000078,30.161488000000077
1278,1667.000000000000000,芦山县,Lushan Xian,513127,102.926730000000077,30.159580000000062
1279,1669.000000000000000,宿松县,Susong Xian,340826,116.114200000000096,30.151213000000041
1280,1670.000000000000000,望江县,Wangjiang Xian,340827,116.674330000000054,30.123537000000056
1281,1671.000000000000000,资阳县,Ziyang Xian,511026,104.650190000000066,30.122671000000082
1282,1672.000000000000000,安岳县,Anyue Xian,511023,105.324520000000064,30.112700000000075
1283,1675.000000000000000,东至县,Dongzhi Xian,342921,117.017680000000041,30.097610000000088
1284,1676.000000000000000,名山县,Mingshan Xian,513122,103.096070000000054,30.094233000000088
1285,1677.000000000000000,大冶县,Daye Xian,420221,114.962960000000066,30.093138000000067
1286,1678.000000000000000,黄梅县,Huangmei Xian,422130,115.934940000000097,30.079201000000069
1287,1679.000000000000000,天全县,Tianquan Xian,513126,102.750500000000045,30.078638000000069
1288,1680.000000000000000,绩溪县,Jixi Xian,342531,118.584110000000010,30.077772000000039
1289,1682.000000000000000,公安县,Gong'an Xian,422423,112.226490000000013,30.057533000000035
1290,1683.000000000000000,八宿县,Baxoi Xian,542127,96.916290000000060,30.053537000000063
1291,1684.000000000000000,富阳县,Fuyang Xian,330123,119.947750000000042,30.053434000000038
1292,1685.000000000000000,康定县,Kangding(Dardo) Xian,513321,101.958490000000040,30.052546000000063
1293,1686.000000000000000,眉山县,Meishan Xian,511122,103.831460000000050,30.050497000000064
1294,1687.000000000000000,余姚市,Yuyao Shi,330281,121.152760000000058,30.049067000000036
1295,1690.000000000000000,雅江县,Yajiang(Nyagquka) Xian,513325,101.005680000000041,30.030823000000055
1296,1691.000000000000000,丹棱县,Danling Xian,511131,103.512260000000026,30.026190000000042
1297,1692.000000000000000,上虞县,Shangyu Xian,330622,120.876750000000015,30.017284000000075
1298,1697.000000000000000,巴塘县,Batang Xian,513335,99.114258000000063,30.011551000000054
1299,1700.000000000000000,绍兴县,Shaoxing Xian,330601,120.578260000000000,30.004515000000083
1300,1701.000000000000000,仁寿县,Renshou Xian,511121,104.143770000000075,30.004446000000087
1301,1702.000000000000000,合川县,Hechuan Xian,510226,106.259560000000079,30.003942000000052
1302,1703.000000000000000,理塘县,Litang Xian,513334,100.268360000000030,29.993374000000074
1303,1704.000000000000000,石柱土家族自治县,Shizhu Tujiazu Zizhixian,513521,108.118450000000053,29.992769000000067
1304,1705.000000000000000,宣恩县,Xuan'en Xian,422825,109.480230000000063,29.989573000000064
1305,1709.000000000000000,嘉鱼县,Jiayu Xian,422322,113.895580000000109,29.975599000000045
1306,1714.000000000000000,黟县,Yi Xian,341023,117.930210000000102,29.933117000000038
1307,1715.000000000000000,泸定县,Luding Xian,513322,102.240740000000073,29.923153000000070
1308,1717.000000000000000,洪雅县,Hongya Xian,511127,103.369710000000055,29.912813000000085
1309,1719.000000000000000,彭泽县,Pengze Xian,360430,116.551220000000058,29.896095000000059
1310,1720.000000000000000,林周县,Lhuunzhub Xian,540121,91.260620000000074,29.895348000000070
1311,1721.000000000000000,鹤峰县,Hefeng Xian,422828,110.025550000000067,29.892548000000090
1312,1723.000000000000000,丰都县,Fengdu Xian,512324,107.714560000000063,29.887396000000081
1313,1724.000000000000000,工布江达县,Gongbo'gyamda Xian,542622,93.242683000000056,29.887054000000035
1314,1726.000000000000000,鄞县,Yin Xian,330201,121.542660000000069,29.866316000000040
1315,1728.000000000000000,歙县,She Xian,341021,118.433940000000007,29.865770000000055
1316,1729.000000000000000,波密县,Bomi(Bowo) Xian,542625,95.745041000000072,29.864790000000085
1317,1730.000000000000000,武穴市,Wuxue Shi,422102,115.557160000000067,29.855417000000045
1318,1731.000000000000000,祁门县,Qimen Xian,341024,117.706980000000044,29.854147000000069
1319,1732.000000000000000,铜梁县,Tongliang Xian,510228,106.041750000000036,29.852438000000063
1320,1735.000000000000000,青神县,Qingshen Xian,511130,103.845110000000034,29.837276000000088
1321,1737.000000000000000,长寿县,Changshou Xian,510221,107.061150000000055,29.833637000000067
1322,1738.000000000000000,墨竹工卡县,Maizhokunggar Xian,540127,91.725586000000078,29.833454000000074
1323,1740.000000000000000,阳新县,Yangxin Xian,422327,115.209630000000061,29.830130000000054
1324,1742.000000000000000,监利县,Jianli Xian,422425,112.900250000000028,29.815758000000073
1325,1743.000000000000000,洪湖市,Honghu Shi,422403,113.462590000000091,29.813757000000066
1326,1744.000000000000000,桐庐县,Tonglu Xian,330122,119.664940000000001,29.802458000000058
1327,1745.000000000000000,荥经县,Yingjing Xian,513123,102.837320000000034,29.795326000000045
1328,1746.000000000000000,资中县,Zizhong Xian,511025,104.848360000000071,29.784748000000036
1329,1748.000000000000000,休宁县,Xiuning Xian,341022,118.175770000000057,29.781191000000035
1330,1749.000000000000000,夹江县,Jiajiang Xian,511126,103.572420000000079,29.741360000000043
1331,1750.000000000000000,湖口县,Hukou Xian,360429,116.218020000000024,29.734993000000088
1332,1751.000000000000000,江北县,Jiangbei Xian,510224,106.622620000000040,29.724749000000088
1333,1752.000000000000000,石首市,Shishou Shi,422402,112.406460000000038,29.724310000000060
1334,1755.000000000000000,诸暨市,Zhuji Shi,330681,120.227660000000014,29.713137000000074
1335,1756.000000000000000,大足县,Dazu Xian,510230,105.710490000000050,29.711468000000082
1336,1757.000000000000000,蒲圻市,Puqi Shi,422302,113.874610000000075,29.708353000000045
1337,1760.000000000000000,南木林县,Namling Xian,542322,89.093819000000053,29.687109000000078
1338,1761.000000000000000,瑞昌市,Ruichang Shi,360481,115.654480000000035,29.685339000000056
1339,1762.000000000000000,芒康县,Mangkam Xian,542129,98.586586000000068,29.680418000000088
1340,1763.000000000000000,左贡县,Zogang Xian,542128,97.843048000000067,29.677557000000036
1341,1764.000000000000000,咸丰县,Xianfeng Xian,422826,109.144260000000031,29.676367000000084
1342,1765.000000000000000,达孜县,Dagzee Xian,540126,91.353333000000077,29.671459000000084
1343,1766.000000000000000,堆龙德庆县,Doilungdeeqeen Xian,540125,90.953522000000078,29.661907000000042
1344,1767.000000000000000,井研县,Jingyan Xian,511124,104.077440000000081,29.658510000000035
1345,1770.000000000000000,奉化市,Fenghua Shi,330283,121.406910000000039,29.651657000000057
1346,1771.000000000000000,仲巴县,Zhongba Xian,542333,84.175194000000033,29.650202000000036
1347,1772.000000000000000,澧县,Li Xian,430723,111.756990000000030,29.640152000000057
1348,1773.000000000000000,津市市,Jinshi Shi,430781,111.876200000000040,29.635790000000043
1349,1775.000000000000000,九江县,Jiujiang Xian,360421,115.891490000000090,29.610123000000044
1350,1776.000000000000000,淳安县,Chuna'an Xian,330127,119.039290000000051,29.602446000000043
1351,1777.000000000000000,峨眉山市,Emeishan Shi,511181,103.482220000000041,29.601730000000089
1352,1778.000000000000000,璧山县,Bishan Xian,510232,106.217260000000067,29.599508000000071
1353,1779.000000000000000,通山县,Tongshan Xian,422326,114.503820000000019,29.597151000000054
1354,1781.000000000000000,石门县,Shimen Xian,430726,111.373610000000042,29.588543000000072
1355,1782.000000000000000,嵊县,Sheng Xian,330623,120.815280000000030,29.587490000000059
1356,1784.000000000000000,林芝县,Nyingchi Xian,542621,94.484245000000044,29.580338000000040
1357,1786.000000000000000,崇阳县,Chongyang Xian,422325,114.043840000000046,29.548801000000083
1358,1787.000000000000000,黔江土家族苗族自治县,Qianjiang Tujiazu Miaozu Zizhixian,513523,108.783710000000042,29.526186000000052
1359,1789.000000000000000,威远县,Weiyuan Xian,511024,104.659190000000081,29.524572000000035
1360,1790.000000000000000,华容县,Huarong Xian,430623,112.559290000000033,29.518757000000051
1361,1791.000000000000000,来凤县,Laifeng Xian,422827,109.404820000000029,29.505201000000056
1362,1792.000000000000000,新昌县,Xinchang Xian,330624,120.902110000000107,29.494654000000082
1363,1793.000000000000000,双桥区,Shuangqiao Qu,510201,105.772570000000030,29.491501000000085
1364,1796.000000000000000,建德县,Jiande Xian,330126,119.272130000000061,29.480106000000035
1365,1797.000000000000000,象山县,Xiangshan Xian,330225,121.866180000000099,29.474428000000046
1366,1798.000000000000000,临湘县,LinXiang Xian,430622,113.449130000000082,29.473249000000067
1367,1801.000000000000000,荣县,Rong Xian,510321,104.420370000000048,29.463898000000086
1368,1802.000000000000000,浦江县,Pujiang Xian,330726,119.883670000000052,29.458708000000058
1369,1803.000000000000000,龙山县,Longshan Xian,433130,109.437900000000070,29.458569000000068
1370,1804.000000000000000,星子县,Xingzi Xian,360427,116.041120000000092,29.453485000000057
1371,1805.000000000000000,临澧县,Linli Xian,430724,111.652020000000050,29.448666000000060
1372,1807.000000000000000,尼木县,Nyeemo Xian,540123,90.162506000000064,29.432381000000078
